x1,x2,x3,x4,omega1,omega2,omega3,omega4,omega5,omega6,omega7,omega8,omega9,omega10,omega11,omega12,h
59.2944,21.6146,36.4097,58.41,4,8,14,4,12,18,6,16,8,2,14,4,546.197
17.7058,40.634,15.4269,20.0027,12,0,18,10,18,8,0,14,4,18,8,4,2460.65
41.7802,19.7235,52.9439,28.549,0,8,16,12,4,8,0,4,10,2,4,4,364.409
34.1443,23.5276,27.6739,55.0557,0,10,2,8,6,12,12,18,8,12,2,16,480.342
37.9753,31.1982,7.40878,19.3632,0,8,12,12,0,6,14,0,10,18,0,0,467.455
54.5369,42.1963,53.9276,1.16505,18,8,6,12,0,4,2,6,12,12,4,2,471.466
35.7365,24.0365,0.85787,18.2163,6,16,10,12,14,4,6,4,0,10,8,8,2312.28
17.1354,54.8619,43.2199,36.2664,12,10,10,6,2,10,18,12,12,2,12,6,474.325
31.9264,7.35646,39.9846,21.8023,16,8,12,14,14,14,10,18,2,8,12,2,3400.94
0.490337,21.0983,58.6437,5.16875,2,0,10,18,10,14,10,2,16,0,8,6,1621.18
3.40823,42.1647,2.64423,41.5238,16,4,14,2,12,14,16,8,8,10,8,16,4440.91
18.934,43.2401,17.145,36.3911,10,16,16,0,12,6,2,8,6,18,10,12,590.625
56.3555,6.06338,27.1867,26.6094,14,10,10,8,6,6,0,10,18,16,12,0,607.993
32.3152,0.969956,42.0512,14.6798,14,10,18,18,0,0,14,8,2,12,2,10,2346.39
20.7405,45.4883,2.30561,50.4398,0,4,10,8,12,2,12,8,8,16,12,2,500.22
51.9975,21.562,51.7099,48.4543,0,6,0,14,12,16,12,0,8,6,10,0,327.388
46.3649,34.0492,45.0164,50.1051,16,6,10,2,2,2,8,6,10,12,6,16,347.151
35.8129,47.3392,30.3324,37.2014,4,12,0,10,8,2,18,10,4,18,4,12,335.135
17.1389,53.477,47.5919,16.9907,14,6,10,14,0,2,12,10,6,18,8,10,574.939
49.7424,40.3995,35.0884,50.3137,6,12,0,0,8,4,12,2,16,16,0,6,291.125
36.9767,47.0471,41.2713,46.2784,12,4,4,6,6,12,16,10,12,14,18,2,412.177
44.3653,27.0982,39.6822,38.173,6,14,18,6,14,2,14,16,6,12,8,0,494.497
17.0048,20.1396,25.8886,49.7092,16,16,16,18,14,8,2,6,2,6,2,4,842.996
57.0961,34.0646,3.64531,6.80599,6,4,4,12,8,16,8,14,16,14,6,6,2135.31
20.4507,35.1761,25.4947,30.2312,8,12,0,8,16,6,18,14,8,16,0,14,1365.41
13.6519,7.94474,27.228,1.71633,4,12,16,8,2,0,18,18,6,18,16,0,7168.08
29.5752,30.6173,25.0165,31.799,14,4,10,12,2,12,16,8,2,2,0,2,313.753
38.6005,38.5755,38.6423,20.7741,8,14,16,2,10,16,2,6,12,6,4,4,442.531
22.8312,23.3175,37.7356,22.3166,2,2,6,14,2,14,6,10,2,12,6,10,311.135
21.8749,31.4179,41.0993,35.6589,4,4,0,16,12,4,10,18,10,8,12,18,465.098
15.912,13.2798,52.7611,15.0972,12,12,18,14,14,6,16,12,0,10,0,4,2645.91
24.5427,49.2451,22.7543,50.9495,18,14,4,4,8,0,2,0,8,12,10,16,455.918
29.9649,40.7634,30.1375,0.471227,16,0,18,6,0,4,4,14,10,12,8,16,1330.87
8.13306,12.3475,44.1067,0.934105,18,0,14,18,8,4,0,10,6,18,10,4,5047.51
53.8034,13.6676,31.7893,43.3418,12,14,16,8,0,18,14,18,12,12,2,6,626.819
42.3383,40.215,53.1522,48.2715,14,18,12,6,12,10,10,12,2,2,8,2,428.198
6.93503,37.0859,22.1357,34.6692,12,2,0,10,0,16,8,2,14,16,6,18,934.195
44.8551,39.5735,12.6217,32.5099,8,8,6,8,16,6,14,18,10,18,0,8,663.411
27.334,43.3359,6.82522,51.5374,10,16,16,4,8,4,4,12,12,16,14,8,587.307
1.4739,51.8454,45.3384,2.89827,8,16,16,8,10,0,10,6,6,14,18,14,3311.14
24.186,54.8523,3.32291,48.2242,16,0,12,8,10,6,8,0,8,16,18,2,432.541
21.8532,26.3685,15.6473,3.70097,8,18,12,2,12,4,0,10,4,10,8,18,4311.97
34.3502,3.56056,22.2586,59.5229,14,12,16,12,14,14,0,2,18,14,18,10,3113.67
45.0347,57.7861,50.7599,40.8442,6,10,12,10,10,12,16,4,2,0,10,12,408.187
15.3191,7.97442,46.0098,5.96946,2,18,8,16,12,2,10,6,14,4,0,0,2169.05
28.7613,31.2627,12.7211,24.2886,2,2,6,4,0,10,4,8,2,16,8,0,266.772
2.62277,40.8669,29.3853,17.9001,12,6,18,14,18,14,6,12,2,6,4,4,2995.3
24.5197,22.5522,14.8107,42.6973,2,12,12,6,4,18,12,16,0,14,12,2,1126.64
23.7064,34.2685,10.6089,44.2514,4,6,14,18,8,2,10,6,0,14,18,2,412.109
0.434202,37.6326,30.8982,5.82027,10,8,0,12,14,2,2,0,4,10,0,10,607.389
36.9818,12.374,9.37575,18.1916,6,12,14,18,16,10,4,8,16,2,10,18,6277.23
30.1291,39.8351,29.0034,19.6371,14,14,10,14,16,14,16,4,8,14,8,8,2636.75
45.8885,8.65394,6.80001,47.7343,12,6,18,14,8,14,6,2,10,16,0,16,1998.91
18.8712,9.02304,30.2672,20.7919,2,14,0,2,8,14,12,16,12,16,18,8,4802.9
10.7111,21.0696,56.4232,5.39835,2,2,16,14,10,8,4,2,8,10,16,2,775.482
33.3188,9.50442,20.7282,19.0121,2,18,12,16,16,0,16,4,16,10,10,6,4854.77
6.61468,52.9766,37.9329,37.9733,12,12,12,10,4,2,8,16,4,8,18,4,549.197
24.2612,57.8893,46.2181,27.676,18,2,2,18,2,18,6,16,16,4,0,18,516.419
5.58204,37.3455,6.18196,40.2709,10,2,0,4,16,8,4,12,10,6,4,18,1060.53
41.3182,55.5728,51.8012,22.8807,10,6,2,8,8,2,10,8,8,16,2,2,269.631
3.18814,3.09282,20.9654,45.0462,4,0,18,14,8,2,6,16,6,2,0,2,1285.5
25.9976,22.0902,49.9401,2.70879,2,14,10,4,14,18,4,0,16,6,4,12,947.453
43.7747,1.48854,57.8538,49.4637,14,8,10,0,14,10,12,2,18,8,10,18,619.442
1.79203,58.6792,1.36387,2.56558,12,2,6,14,10,10,12,16,4,8,12,16,6445.27
8.69913,46.2501,24.8052,20.9967,12,4,16,10,18,2,16,14,16,10,10,16,4886.9
26.7818,1.24069,32.3046,4.16758,10,12,6,2,4,4,8,6,4,0,10,4,938.339
51.3939,16.8034,55.5529,18.2124,8,4,12,0,2,12,4,4,8,0,18,0,351.94
15.9404,10.4945,40.9622,10.9633,10,0,4,14,4,2,0,10,12,6,6,8,467.376
20.9594,4.01508,41.5061,32.274,18,12,6,10,6,14,10,10,8,8,10,8,2630.05
18.3623,35.0408,30.2523,10.0435,8,16,8,4,16,14,14,8,6,12,4,0,2077.85
17.6277,48.0213,34.305,23.9739,6,10,16,12,6,8,12,0,4,6,16,10,449.293
23.9587,13.242,18.7106,8.54435,8,18,0,16,12,2,10,6,6,18,10,2,4715.67
9.42576,18.7741,57.017,25.1649,8,2,8,18,12,0,4,10,2,14,10,0,428.934
15.5983,20.9696,55.3388,19.9804,2,14,0,12,16,18,10,6,10,8,16,8,1410.78
8.83458,42.8205,44.3249,8.01339,16,14,4,4,2,16,4,18,10,14,10,12,2776.95
46.234,54.7912,56.2754,40.0395,12,4,6,2,12,10,10,18,16,0,14,6,466.224
38.5325,36.1333,32.5863,57.4989,14,8,12,2,18,16,10,2,18,18,18,10,576.265
32.8474,5.54691,46.8586,53.1578,6,10,10,6,4,12,8,16,14,10,2,2,461.184
36.8168,59.8454,41.8062,36.1226,6,6,18,16,2,8,6,8,18,6,8,12,451.208
15.2672,35.8547,29.8947,0.298644,10,18,12,14,10,12,2,12,8,16,4,16,5808.61
2.26729,6.37216,56.888,16.3702,12,10,16,14,10,4,4,16,0,4,6,14,3569.1
47.3675,25.1974,12.497,37.2141,10,18,8,10,0,8,0,2,10,18,10,12,400.586
12.7076,36.4708,4.43904,26.8668,4,8,2,18,2,2,12,16,14,2,10,6,2020.36
26.4575,10.4789,19.6829,30.3058,16,14,18,0,2,18,16,6,8,8,6,14,4433.75
52.0735,38.5047,48.3163,12.3304,2,0,8,18,6,18,10,18,16,0,14,4,547.743
30.8032,29.8289,33.5344,31.9349,18,6,18,8,10,8,14,0,6,16,16,18,1734.12
41.0139,40.5815,33.8738,36.1301,8,8,14,14,2,2,4,4,4,2,14,10,332.151
25.2243,44.3985,44.8548,33.7841,12,2,8,10,14,2,6,4,12,8,6,10,344.151
31.7701,20.4871,46.913,7.29054,8,12,16,6,4,4,12,4,8,8,14,18,1421.77
56.0247,26.4957,53.096,4.86785,4,14,6,12,12,18,2,12,0,10,2,16,525.743
46.6509,41.7821,50.9348,40.3815,10,16,0,4,16,18,4,12,10,6,6,4,446.213
12.6005,37.3273,0.425283,7.73257,10,12,8,8,4,14,16,18,16,18,10,0,8154.81
28.8911,53.2697,43.2388,53.9909,0,14,0,12,10,8,12,10,12,18,16,8,453.203
24.143,51.1774,38.6354,25.1569,14,6,6,18,18,12,18,6,12,2,8,6,456.248
16.6482,26.3446,33.3135,40.1185,16,4,14,10,10,14,0,18,12,10,4,0,531.913
7.4851,42.0597,37.1426,15.3231,16,6,12,6,6,10,0,12,16,8,6,10,1262.47
3.35411,32.5489,28.9862,30.7543,4,12,8,16,12,0,14,8,8,2,0,18,1173.95
18.8137,1.65046,19.3017,44.0899,16,16,8,2,14,6,16,2,16,14,14,8,5307.03
10.292,58.1013,7.81327,37.6144,6,16,6,8,0,12,10,12,16,18,16,6,2001.96
28.6501,21.4378,4.63511,22.3685,8,4,0,2,12,2,2,0,6,6,2,14,227.104
36.6704,59.3401,9.08182,58.16,14,6,6,4,12,8,2,2,14,18,18,16,479.873
53.6532,9.74853,43.6135,52.8077,10,18,10,10,10,12,12,12,0,12,2,16,568.843
2.53183,12.5324,31.7014,4.79706,6,10,12,0,14,4,8,6,4,16,12,10,5508.36
36.6072,16.8687,11.9296,40.7397,14,10,18,12,4,18,12,8,12,10,16,4,3756.95
3.80894,56.9223,53.7271,50.7781,16,12,18,18,12,0,16,0,4,10,12,2,605.951
8.507,57.1435,50.505,18.2873,14,6,6,0,6,6,2,12,6,4,10,12,569.795
59.567,42.6092,33.1756,1.56085,10,10,18,6,0,10,2,0,0,14,10,8,516.12
38.4103,21.547,40.9051,12.7109,4,16,14,18,6,2,10,16,0,8,12,12,1022.91
48.3928,38.0896,31.3163,13.106,10,6,8,12,10,2,16,0,6,6,0,16,306.125
25.2405,17.4957,50.2031,43.6994,2,2,18,18,16,2,8,16,12,10,2,6,592.524
55.1665,2.6698,51.2718,4.71581,18,14,0,6,0,0,14,8,0,0,0,16,285.809
15.5205,32.4831,3.5696,54.1895,18,2,4,14,4,8,14,2,18,6,0,14,600.994
19.549,59.7173,48.7292,52.4081,6,12,8,16,14,10,18,16,8,6,12,4,499.851
47.5659,0.505138,29.8594,7.23986,6,6,8,18,14,2,4,12,10,10,8,10,2916.58
11.4479,44.0534,5.33763,9.49295,0,14,12,6,0,4,0,8,12,6,6,0,517.509
7.69225,43.6254,11.6438,36.7132,2,2,0,12,8,6,4,12,16,16,12,4,513.29
34.5554,32.4372,12.357,23.7153,18,16,14,0,8,8,4,0,16,2,16,18,2256.59
15.0624,14.35,40.5004,50.9834,0,2,12,16,10,4,12,2,8,0,12,2,420.823
18.0396,12.2591,58.3769,20.769,4,16,6,0,18,18,4,8,0,10,18,10,978.314
29.4684,35.8856,8.85389,7.3849,14,4,6,12,12,12,12,14,0,8,12,4,3287.82
13.0332,48.274,21.6657,55.8615,12,2,2,14,18,4,6,12,14,14,8,2,393.482
45.9357,20.7428,23.8011,4.50142,14,14,10,2,2,4,4,18,10,2,12,2,536.525
57.1283,34.5419,45.9878,56.9488,18,16,6,14,0,10,18,4,12,0,18,4,425.182
1.25215,44.9164,50.6872,19.9489,6,8,10,12,4,10,0,0,12,2,12,14,640.252
6.97555,58.0077,55.3479,52.543,0,10,0,14,6,0,14,2,12,16,14,10,392.643
16.8139,51.8571,2.07363,51.417,2,6,2,18,14,4,12,10,16,14,12,18,1236.4
34.9677,2.8683,27.5422,1.22616,14,2,14,2,4,2,0,2,14,8,10,6,1641.21
33.5232,24.3471,2.52645,41.965,8,0,14,0,2,0,8,10,14,2,14,6,434.163
59.4438,11.311,23.5939,2.50419,0,18,16,16,14,4,18,8,6,4,16,18,4773.68
23.9449,21.9639,27.1179,9.88342,8,0,2,18,8,2,4,10,2,18,4,10,681.737
44.8545,29.3644,26.8386,55.5913,10,4,18,12,18,12,4,8,12,10,2,2,515.043
14.6198,15.8104,44.8492,1.15758,0,18,8,8,4,12,0,16,0,16,2,2,1467.88
4.61905,52.4133,49.7789,53.5231,4,4,14,8,18,10,10,18,8,8,6,10,543.278
59.1251,55.6091,2.1007,26.4463,14,16,10,4,12,8,14,14,14,2,12,14,860.88
16.1427,51.1991,42.8208,48.8371,0,10,16,6,12,16,0,8,10,8,12,4,461.229
33.3271,29.0051,48.1407,0.74126,0,4,8,14,0,12,14,18,8,18,0,10,621.22
15.9288,54.9041,33.7911,27.2352,12,18,14,6,6,8,8,6,6,12,8,4,485.579
37.4877,55.5277,14.5948,15.0629,0,8,10,10,12,2,4,4,2,16,10,10,398.102
34.7129,39.7855,35.0973,20.4494,6,12,18,12,8,4,8,4,0,10,6,4,334.146
4.836,38.6999,29.5841,59.681,4,18,16,14,8,16,16,10,8,14,14,0,1239.54
47.9195,2.89216,8.58083,37.9354,12,2,16,16,0,18,14,0,2,16,14,4,2332.08
33.5569,51.06,45.8423,12.2689,6,8,10,8,16,16,18,2,2,16,10,2,497.601
1.2333,28.0166,54.6462,18.1663,14,8,12,8,4,14,8,0,6,10,0,16,791.446
17.5372,26.9522,45.7806,54.4036,12,18,6,10,0,8,12,18,18,14,10,14,666.857
7.32962,8.95473,22.2097,19.0036,6,16,2,2,0,4,2,10,8,10,14,6,2628.82
33.2125,21.7911,2.39253,11.2267,4,16,6,10,10,14,0,2,14,18,0,10,3959.84
34.9927,2.5968,24.3818,44.8797,14,16,8,6,18,6,10,18,10,8,18,2,3303.65
36.0798,32.6612,56.5609,38.6516,10,10,16,2,10,4,14,14,14,2,8,4,442.208
30.8,35.8593,47.3626,3.41778,18,2,12,2,10,0,16,16,6,10,16,12,965.993
42.6387,48.3899,48.2594,15.4807,6,18,10,16,10,18,0,18,2,8,6,2,467.471
14.2503,45.2976,36.2133,56.1594,8,0,18,16,14,6,18,12,2,4,16,8,479.31
15.2705,30.7357,34.9573,6.61158,2,18,16,8,10,16,2,2,8,14,18,8,4042.66
9.52702,40.6211,39.0331,49.6063,0,0,0,18,16,18,12,8,6,16,16,18,515.971
23.9251,49.5739,28.8558,58.935,10,8,18,8,0,12,4,4,6,12,2,12,387.515
42.1994,46.0249,20.8671,13.5276,12,2,8,8,18,0,6,12,18,6,10,14,604.218
27.5314,0.693894,22.2705,20.7567,6,16,16,0,2,4,14,4,14,0,18,16,4356.16
12.8207,18.3156,30.4469,41.7294,4,2,12,10,16,0,4,10,10,4,4,18,543.063
4.21682,12.0578,35.4216,10.8294,2,2,18,8,16,0,18,0,14,14,2,12,4806.18
8.53573,59.9923,50.1291,59.3128,8,2,2,16,12,12,14,0,4,6,0,10,325.844
16.5588,24.3978,13.6976,56.144,10,10,2,2,0,8,0,14,18,10,8,8,458.828
17.9324,10.4855,9.77408,52.9102,16,12,2,6,8,18,2,16,10,10,6,16,3697.74
40.8551,12.2143,25.3573,0.406398,0,4,0,16,14,6,2,0,18,12,8,8,1595.66
40.8295,0.993697,21.0603,21.0099,16,2,8,16,2,12,6,16,0,18,16,12,4481.82
17.103,50.3471,3.16323,4.44999,4,4,12,8,18,18,6,4,6,12,18,8,4837.25
29.3892,25.0719,3.45187,55.6187,10,18,8,0,10,18,18,4,18,8,14,8,2723.06
44.442,56.7849,24.5305,24.4195,14,10,8,8,10,8,2,2,0,8,16,16,398.182
33.456,35.3073,9.67112,2.57983,6,12,10,18,16,2,0,18,8,2,18,6,4028.83
19.853,10.0146,15.5529,37.3106,12,0,4,2,6,18,2,4,10,12,8,8,707.254
32.5418,30.6449,8.90588,41.1312,6,12,2,18,8,16,0,14,0,18,10,14,993.952
9.77907,16.849,41.0479,12.4401,10,12,6,16,16,12,8,18,10,16,16,4,6946.86
23.4949,18.0886,54.2969,28.4011,12,0,2,12,12,12,4,8,2,4,10,10,362.467
46.4997,20.8613,35.3295,23.0697,12,4,2,6,14,18,12,16,2,6,18,12,594.457
13.2821,31.5687,55.7427,27.435,4,16,16,16,6,18,2,12,16,12,0,16,1332.45
50.0298,10.6672,3.02167,25.2186,0,14,14,6,8,4,16,4,14,18,18,12,4510.76
0.719004,24.3028,37.0596,0.829432,2,4,6,16,6,0,14,16,8,16,6,2,3651.67
3.42109,18.2937,21.8019,5.18677,6,16,18,14,18,0,8,4,10,0,4,6,5994.37
4.02901,35.6331,26.2524,43.6262,18,4,10,14,10,18,18,6,16,8,12,16,4633.34
41.0764,11.4609,22.5157,1.1715,8,14,4,12,2,8,4,2,6,16,4,10,1775.6
4.3302,57.6029,32.4957,35.8883,2,10,16,16,2,12,8,12,2,6,8,10,484.842
48.5465,40.9999,45.5702,58.7561,18,14,10,18,16,12,2,14,12,12,6,12,568.265
40.2543,53.6608,16.7325,2.64146,10,8,12,2,2,18,8,10,6,18,0,2,686
33.2184,2.32672,45.2499,15.8504,18,0,16,8,16,12,18,2,12,4,12,12,3889.11
16.5483,26.5088,33.4343,30.3095,18,2,14,6,2,18,12,4,10,14,12,2,1143.07
9.17004,40.8291,54.3125,49.8814,4,12,2,14,4,2,0,0,2,18,10,4,281.076
46.244,42.642,43.5409,31.3756,10,10,0,6,0,0,18,10,14,0,12,2,291.125
23.2329,56.1667,14.2003,43.9458,16,8,18,0,2,6,14,14,14,0,12,4,541.778
57.0088,7.66048,49.7405,8.84174,18,12,6,4,0,8,10,8,2,6,12,12,415.712
31.3561,21.4148,38.6691,51.6547,14,2,10,4,6,14,18,4,14,14,14,10,445.192
37.3304,51.6356,58.9417,33.639,6,14,4,18,0,16,12,6,18,8,8,16,477.779
20.5447,55.0036,25.5327,8.10319,16,18,4,0,18,6,10,8,16,14,12,14,3457.99
21.6105,27.3088,39.7094,16.2748,16,6,18,16,8,12,10,18,6,4,14,8,3628.88
10.499,56.439,30.8691,57.1454,16,2,16,2,16,18,18,6,14,12,16,4,670.5
50.3036,52.4741,52.966,39.3785,6,2,6,18,18,2,12,10,6,4,4,6,330.14
11.9597,5.92694,14.0165,15.441,10,16,10,4,12,16,14,0,6,12,16,18,9195.83
32.7927,47.4077,40.657,42.8561,4,2,18,14,2,14,6,18,14,14,10,4,467.213
1.40396,16.3075,0.176187,21.1729,14,0,4,0,2,8,8,2,10,4,2,0,1780.11
49.8067,40.8353,38.818,33.9664,16,10,16,6,18,2,4,8,0,2,2,16,402.187
39.4567,29.3236,1.26645,45.2561,10,2,8,14,16,6,6,8,2,4,18,2,559.279
17.2825,6.59065,9.02467,57.5973,18,4,8,6,16,18,2,14,10,12,6,2,3217.17
15.3997,41.9484,25.9267,30.3414,18,2,0,6,6,12,0,18,4,12,0,16,481.245
17.9466,8.27815,50.7909,22.3293,2,6,4,14,14,18,6,12,0,4,4,2,488.025
37.2733,52.9484,43.352,37.4994,14,6,4,16,8,12,4,6,4,16,10,0,325.13
40.2122,6.77575,0.0618595,19.6718,4,14,12,18,14,14,16,2,6,12,2,16,6830
53.8382,59.0764,17.8351,53.8635,6,6,18,16,10,8,18,12,14,8,10,2,560.889
13.1377,5.41524,53.9396,22.5768,0,0,2,18,10,8,16,18,4,10,2,10,822.015
9.69241,0.283568,25.9274,41.0385,2,14,6,10,0,8,18,18,14,2,18,10,4824.58
51.1073,59.6409,25.0151,9.30742,10,0,6,2,12,10,18,0,6,8,12,10,442.868
44.5778,59.4595,35.6327,18.2512,2,10,16,2,2,10,10,0,14,16,14,8,526.896
27.277,45.1085,37.7652,39.6544,8,12,16,8,14,10,4,14,16,16,10,6,554.431
55.7308,6.93235,52.059,36.3022,16,2,12,6,16,10,18,10,6,2,4,2,494.962
7.92664,23.1088,9.51409,3.2628,16,16,0,0,10,10,12,16,0,4,2,0,4593.78
32.1886,34.3282,53.5237,53.0357,18,4,8,4,0,12,16,12,6,6,18,14,452.727
13.734,6.72764,31.4104,34.5112,2,0,0,18,14,4,4,14,12,4,10,4,559.176
25.9974,17.4883,45.7206,6.77934,2,10,10,12,10,12,12,16,16,2,6,14,3138.5
40.061,45.6507,31.3203,21.0611,0,6,14,0,16,8,12,16,12,18,14,0,647.077
29.3447,56.3189,52.2298,26.4174,10,14,0,14,4,2,14,10,14,12,18,12,565.883
0.907526,12.7896,34.8987,42.0673,18,8,0,8,12,4,16,12,18,12,4,14,4022.45
55.4124,55.6788,34.0139,51.1973,14,8,6,6,8,8,6,2,14,8,2,10,341.151
51.1204,40.2309,20.7121,48.004,4,2,18,0,10,4,16,14,16,8,2,4,449.828
38.7831,47.0014,52.7062,52.4072,14,2,14,14,4,8,0,4,14,8,6,10,364.161
4.88063,8.71231,27.867,0.890714,2,0,14,16,14,4,4,18,10,16,8,16,8450.25
10.8091,48.2464,37.0048,39.5341,10,2,10,0,12,0,16,0,4,4,18,12,392.376
24.5091,24.6242,39.4891,33.9482,2,4,14,12,12,0,16,12,12,4,16,6,489.224
17.0371,22.2881,16.8104,51.8126,8,0,12,6,16,0,18,14,10,2,6,2,508.028
50.0768,21.0444,52.7085,31.1017,10,2,0,4,16,12,2,18,14,8,18,12,534.842
53.5437,29.4514,49.1869,3.98352,2,8,8,18,8,16,0,6,0,4,8,0,360.77
41.2509,3.67083,15.5768,18.6292,16,6,8,14,2,16,12,18,4,6,4,16,4763.61
52.2367,22.4667,17.6977,24.7491,6,16,16,6,6,8,10,2,14,18,16,14,2075.66
58.7714,51.7114,13.9554,8.81143,12,14,12,8,14,2,8,14,2,14,18,6,731.145
51.3024,38.9383,16.4122,19.1722,4,18,12,18,18,16,4,18,2,14,4,4,1353.38
40.3205,25.937,23.5379,20.7628,8,18,10,4,0,2,8,12,4,18,18,8,550.006
26.7771,41.9114,4.23798,7.72496,0,12,14,12,8,14,4,14,14,2,18,10,4737.18
25.4822,59.2625,25.5058,35.8298,16,14,12,8,8,0,18,18,6,0,8,8,533.023
34.6585,24.9582,13.0569,27.208,10,12,12,6,0,0,14,6,4,2,0,8,295.101
27.951,32.1584,5.67255,58.5663,8,2,8,12,10,18,6,2,10,10,4,10,552.083
9.4254,12.7306,3.53702,46.7351,6,4,16,8,14,8,6,8,16,2,2,14,3748.09
1.10903,39.4152,50.7995,46.4149,4,0,0,2,16,8,0,12,12,18,16,8,497.403
39.5083,56.6188,52.2274,45.5821,10,14,10,0,8,14,12,6,10,16,2,14,447.203
35.3893,8.1549,19.3879,52.772,6,4,6,8,14,2,2,6,2,18,6,4,376.543
41.2954,31.0944,3.79013,40.7104,6,4,12,6,0,8,14,12,8,0,14,16,614.636
0.896354,5.02765,19.7156,40.1189,12,14,6,4,6,12,12,18,6,2,10,8,4965.32
49.8561,31.0744,27.2904,29.325,18,0,12,12,0,8,6,4,12,14,10,18,424.124
43.6822,6.20708,42.4116,11.6759,8,16,10,6,8,4,18,12,0,10,14,6,1314.11
23.1438,58.5514,12.8579,42.1809,12,4,14,8,18,4,4,4,2,6,18,0,365.166
4.73118,17.0014,22.8562,23.9866,10,2,10,2,0,14,6,0,18,4,8,0,882.705
39.7402,53.065,23.8007,58.4649,0,10,0,16,16,2,16,2,0,6,18,18,387.172
31.6594,19.5828,28.2287,19.4289,0,10,6,0,6,14,2,18,2,2,16,2,403.707
12.9467,34.4599,47.3392,29.9549,6,12,6,16,14,4,6,10,0,18,10,0,399.672
44.354,18.1496,0.739653,11.3456,16,4,10,4,12,4,6,10,0,0,6,6,810.383
38.3052,55.8655,51.9661,34.356,0,2,16,6,16,16,2,6,10,16,2,12,436.208
45.1911,46.9179,28.7753,25.7425,12,16,6,12,2,10,18,4,12,10,0,0,342.12
25.5167,38.4409,56.9491,24.0667,16,0,12,14,6,16,4,10,2,6,18,0,388.554
1.72794,1.55682,5.47224,51.982,8,18,18,16,12,2,10,6,12,4,18,10,7954.63
40.0929,41.7769,23.9141,44.8689,0,12,14,2,10,10,12,16,6,8,8,2,484.31
58.0266,13.8477,57.5387,32.3699,10,18,12,0,4,18,18,6,2,4,4,6,407.519
22.609,9.48621,14.6475,0.809401,6,16,12,6,6,10,4,14,2,18,16,4,7096
0.87589,21.0855,23.7859,50.3786,14,12,18,12,16,18,18,0,16,0,6,12,5376.48
37.9337,50.9751,58.3342,22.7559,16,8,10,2,6,10,2,14,14,0,8,6,410.198
6.55529,14.7248,39.3628,10.2484,4,2,14,10,14,4,12,12,12,14,12,4,4790.36
50.5413,28.1802,44.1065,58.1053,14,12,2,0,2,6,2,12,18,2,12,10,397.192
38.0598,10.4943,36.9515,43.1084,4,18,18,0,0,10,4,18,0,8,4,12,471.719
44.0099,53.854,24.2927,47.2615,6,4,0,8,10,10,12,6,18,2,4,2,328.223
15.3495,39.0334,53.5911,46.3788,14,18,14,10,6,16,12,18,16,8,2,2,644.01
30.1,31.0062,21.3554,0.584912,8,2,10,2,16,2,14,2,0,18,4,14,1337.23
44.979,21.621,24.0938,5.25236,16,12,4,18,2,18,2,8,16,12,18,0,3541.24
3.82696,59.7521,33.7633,40.4246,4,4,12,0,2,0,12,12,10,18,12,4,383.374
33.5318,49.2593,20.4272,59.4381,10,12,6,14,14,4,2,0,16,2,16,10,432.203
24.6595,32.7686,2.28599,20.6837,12,16,2,14,0,14,6,8,2,8,14,0,1973.11
11.384,50.1002,54.3579,33.7286,16,8,16,0,4,10,8,14,4,10,4,14,570.29
35.8823,14.3838,8.05622,40.9191,18,4,12,14,14,6,4,0,14,18,16,6,3151.24
10.2745,2.75944,57.8712,40.916,2,14,2,18,18,18,0,14,0,18,16,16,3163.56
39.5822,38.2067,20.0296,37.9758,4,8,10,12,8,8,16,18,10,0,2,4,483.489
12.1743,13.7069,32.1195,12.7411,12,2,6,12,6,4,6,2,0,14,16,4,1773.78
53.0719,19.1831,31.1372,3.33368,18,8,4,10,4,10,12,4,16,12,12,14,2262.03
32.9991,35.9453,52.0946,33.4027,16,4,2,16,12,2,2,10,10,16,18,14,488.094
32.4754,54.0851,8.83829,45.1049,12,0,16,18,10,10,16,18,6,18,14,16,2009.83
20.7106,23.7835,8.68861,49.5115,12,2,2,8,12,0,16,0,6,18,2,12,369.027
28.3298,39.5623,3.94779,50.5437,0,2,10,18,16,16,2,14,6,2,8,4,635.143
3.10568,57.1131,19.8946,47.8212,2,6,14,8,6,10,0,8,18,0,6,14,507.181
18.4657,33.0916,30.2918,14.0326,10,4,14,6,0,0,4,2,12,18,2,14,495.804
15.4848,33.1385,38.7075,37.719,14,8,2,10,12,10,8,4,0,4,12,10,415.797
53.9913,52.5008,20.3975,40.5268,14,12,18,0,4,2,14,6,12,6,0,4,348.103
59.7351,48.2579,49.8054,18.7452,4,18,12,18,2,16,0,10,4,12,12,6,491.357
37.9884,11.165,30.067,16.764,16,6,14,12,2,12,14,18,10,14,14,18,5955.8
54.0128,52.8243,58.0715,47.767,16,2,10,16,6,14,4,12,6,10,18,4,429.187
47.1322,31.133,51.8351,52.613,6,2,2,10,0,0,2,8,18,10,16,18,362.166
31.8322,43.0083,21.0895,31.1841,14,0,12,18,2,2,18,2,16,12,18,12,553.48
27.1061,52.4269,39.536,42.0621,2,8,10,10,18,10,12,2,8,0,16,4,416.198
41.6528,38.2448,0.339178,0.559258,4,2,16,12,12,8,18,4,12,4,6,2,2594.67
2.69927,6.61051,42.8652,15.0731,12,2,8,10,2,14,12,2,2,18,16,16,5200.62
