x1,x2,x3,x4,omega1,omega2,omega3,h
2.02171e-08,8.52592,3.05301e-08,10.0531,2.6,1.08,0.4,147.96
4.12142,1.32271e-08,1.76018,8.43715,2.6,2.68,2.52,167.196
1.14001e-08,7.76206,2.6739,3.81388,3.84,1.56,0.12,180.699
2.08987,1.48586e-08,3.53161,7.09927,1.88,2.88,0.2,122.152
6.72287e-08,3.19916,4.48008,4.32075,3.04,2.24,2.36,157.147
0.855112,7.47573,2.4028e-08,9.85313,1.16,1.96,2.92,113.984
1.53923,9.84508,2.0388e-08,5.94869,2.8,3.12,1.72,210.284
0.384087,15.0546,0.67354,1.07808e-07,1.52,0.28,0.76,68.7035
4.90844,2.13098,6.02188e-09,9.33312,1.8,2.84,1.8,148.126
6.42649,7.96215,9.66448e-09,4.20889e-07,2.64,0.36,1.04,118.4
12,1.58215e-06,6.48463e-08,3.14262e-07,0.76,1.64,0.32,71.04
1.29964e-08,2.22239,4.57776,5.19985,3.64,2.28,1.6,178.645
2.81352,13.1235,6.02718e-08,5.99097e-07,2.16,1.04,3.84,129.799
1.55647e-08,12.3145,0.549481,4.16778,2.4,1.56,3.16,157.197
3.15526,3.44932,0.676544,8.91291,2.68,2.08,1.8,162.592
3.70032,5.98874,7.19956e-09,6.84594,0.84,0.68,3.4,64.1298
1.81669,5.45528,1.85823e-08,10.6077,0.96,0,1.8,46.0717
5.23491,4.08193,7.67074e-08,6.51289,3.08,1.52,3.64,175.743
0.124976,3.19854e-08,1.67288,15.3307,3.12,0.48,3.68,167.329
2.94636,4.21476,1.35544e-07,10.1722,0.76,0,0.36,31.84
3.51432,12.1224,1.11351e-08,1.51394e-06,1.44,0.92,1.88,87.5628
4.74577,4.92173,3.9593e-08,6.34836,2.92,1.64,1.76,163.987
0.885337,2.60693,1.43211e-08,15.483,2.44,2.68,3.64,207.52
2.79963,4.35286,1.44521,6.40172,3,3.72,0.08,205.504
5.91589e-08,8.6512,3.31625e-08,9.90694,3.72,1.6,2,219.6
2.75942,12.3783,2.77573e-08,0.959598,1.44,0.92,3.44,94.9603
4.22802,7.11247,5.33133e-08,4.65542,0.08,0.16,2.44,16.8
8.53035,2.12639,1.0807e-08,3.30197,3.24,0.12,1.56,138.72
8.77537e-08,11.3327,3.28145e-08,6.77852,0.68,2.12,1.48,94.5
1.8799e-08,8.71157,1.68831,5.33434,1.64,1.24,1.92,94.2232
4.12103e-08,7.03244,4.77713e-08,11.7955,1.32,0.08,1.08,66.42
8.16723,4.36882e-08,0.169761,5.93526,0.76,2.04,0.88,81.5219
2.07732,8.8387,1.28936e-08,6.22598,3.04,1.12,1.32,162.593
6.99719,6.67112,4.64375e-07,0.555042,3.08,3.88,2.04,225.481
3.91001,10.4355,1.60995e-08,1.30859,2,0.28,1,90.72
1.29591e-08,11.2111,5.99451e-09,6.92043,1.44,1.72,2.8,123.84
5.29515e-08,5.67668,9.60645e-08,13.3772,0.92,2.76,2.68,128.663
1.23826e-08,1.34054e-08,3.10349,11.724,1.92,2.88,2.08,151.588
2.41813,3.18789,3.40979,3.1578,1.84,0.96,0.2,77.952
5.24452,9.07571,1.66349e-08,0.670798,1.24,0.44,3.96,76.1977
10.3468,9.38036e-08,0.352694,1.81482,0.12,0.8,1.36,27.3631
2.97845,12.8879,3.78324e-08,1.2919e-07,2.96,0.32,0.2,127.885
5.70357,3.33816,9.30259e-09,6.59953,1.04,3.2,3.08,131.528
9.53322,0.384092,0.948301,1.13438,1.84,0.44,3.24,89.5336
5.78691,2.49508,2.23573,1.48228,3.24,3.88,2.84,217.163
4.59059,4.9396,2.4698,2.80682e-08,2.36,3.68,2.96,176.123
0.854175,5.07372,3.95096,2.12115,1.64,0.12,1.16,58.496
5.5176,9.26056,1.29678e-08,2.73008e-08,1.36,2.36,0.84,114.4
3.3942,5.94773e-08,1.90455,9.2642,1.52,0.88,1.6,74.3142
5.88777,1.88714,1.70385e-08,7.98539,2,0.04,2.48,90.88
5.99854,8.57351,1.04805e-08,1.91215e-08,2.44,3.48,2.76,193.501
7.05134,1.16408e-07,1.93696e-08,8.24776,0.4,2.24,3.12,82.24
2.41017e-07,9.78778,3.21785,8.31791e-08,3.2,1,3.32,144.201
1.11936e-07,8,4,1.04386e-07,0.04,2.96,0.56,59.904
9.20758e-09,6.95622,0.981171,9.26795,2.2,3.2,1.72,180.385
11.4827,0.449882,4.12212e-08,0.337235,1.56,1.88,1.68,114.24
3.23148,4.01572e-08,1.89281,9.5667,2.12,1.16,0.16,98.1375
3.71593,8.04426,1.65818,3.68502e-08,3.28,1,2,150.388
5.34642,0.466466,3.64244e-08,10.5451,1,3.52,3.92,144.334
0.606861,4.09281,2.03077,8.79824,3.68,0.92,0.64,163.886
5.1268,6.64435,1.29519,0.249763,0.92,2.48,0.8,90.3591
6.79776,5.21455,1.44791e-08,2.58676,1.72,2.44,1.36,132.8
0.537715,1.91276,3.36866,7.88916,0.68,3.88,1.48,110.816
4.71014e-08,7.09743,0.862164,9.42056,3.72,2.32,3.8,237.812
6.68262,1.98848,3.53517e-08,6.5424,0.52,0.28,1.04,31.68
2.32578,0.172188,3.77867,5.84635,3.84,3.24,1.8,218.777
3.21345,7.20268,2.86266e-08,6.24112,1.12,1.08,3.16,84.4333
10.2555,1.75274,5.11714e-09,0.86267,0.72,1.16,3.56,70.88
1.39365e-08,2.19039e-08,3.12482,11.6671,0.28,3.8,1.28,102.141
3.48928,4.65409,1.5178e-08,8.75477,0.72,2.6,2.04,100.295
9.54899,1.399e-06,0.980404,1.47061,0.12,2.48,1.44,64.9901
5.88145,7.84127,3.83235e-08,1.04943,0.08,1.04,2.12,36.64
9.28924,1.77346,4.73881e-08,2.44889,2.04,0.08,1.92,91.2
2.43597,4.98013,3.3276,1.2563,3.32,0.4,0.52,117.884
6.38736,5.9023e-08,6.04529e-09,9.35441,2.72,0.52,0,121.28
1.63865,13.222,9.01641e-09,1.8433,2,0,3.36,96.9267
5.30616,8.57496,5.6891e-08,1.15228,3.04,1.92,0.2,168.48
10.0062,2.58113e-08,9.5077e-09,3.32299,0.96,2.84,0.36,108
4.29672e-08,9.39934,6.70515e-08,9.0341,2.28,3.52,1.84,205.92
1.94187e-08,6.03484,3.34473,4.04007,1.16,0.6,0.88,51.456
6.25273e-08,6.49534e-08,3.0807,11.7848,2.32,1.76,1,127.322
3.08531,10.0273,1.37793e-08,3.15926,3.48,1.24,3.6,190.853
5.52363,9.25196,1.0744e-07,2.21508e-08,3.32,3.08,3.52,225.189
3.57588,3.30914,1.75605e-08,10.1795,3.16,0.92,3.76,167.867
6.97623,4.89938e-08,2.30502e-08,8.37295,1.72,3.72,0.24,159.04
1.66902e-08,7.73914,4.02609,0.234776,2.36,2.36,2.2,136.145
4.71513e-08,5.19803,1.98059e-08,13.9356,3.04,2.88,1.08,224.832
2.05909e-08,4.6654,6.47168e-08,14.557,0.8,1.24,3.68,87.0946
2.86068,3.06786,2.80912,4.16204,3.6,3.76,0.72,220.078
0.911187,5.6694e-08,2.05282,13.0072,3.56,0.36,2.28,159.337
4.90901,4.83319,1.4473e-08,6.17958,3.92,3.96,0.72,263.993
6.97852,1.42542e-06,2.00859,3.01289,0.48,2.96,1.56,85.3028
5.21143,2.68117,1.50831e-08,8.18626,3.64,2.64,1.72,220.013
0.844002,7.15249,1.23253e-08,10.2488,1.76,1.44,2.76,126.28
7.42785,6.53165,2.55201e-08,2.4827e-07,0.36,2.4,0.08,72.32
3.97101,7.75726e-08,1.41195,9.61645,2.08,1.16,2.76,111.71
7.33837,2.48392e-08,0.384163,6.74496,1.08,0.48,0.52,53.7267
2.16357,14.052,2.1818e-08,6.63115e-08,2.24,0.08,1.76,100.062
5.82426,6.74618,2.6797e-08,2.42235,0.36,3.72,2.92,115.948
2.88171e-08,2.15158e-08,3.64249,10.2867,3.52,3.6,1.6,238.55
8.12348,3.83633,1.35765e-08,1.98515,1.8,1.96,0.24,120
2.83827,8.30348,1.5376,1.48187,3.16,1.68,3.96,173.632
0.0570533,9.1489,2.8774,1.55814,3.76,3.56,0.32,229.069
1.21563,5.61576,3.74072,1.44699,3.48,2.16,0.48,166.16
9.14521e-09,4.70994,4.32901,2.96106,3.04,2.96,3.48,183.247
5.47558,3.86228e-08,1.67197e-08,10.874,2.16,3.48,2.52,185.26
0.593747,9.12974,9.21807e-09,8.35905,1.12,1.4,1.76,93.1513
0.583959,10.5524,1.00035e-08,6.71561,2.08,2.08,2.6,158.54
3.66083e-08,8.02647,0.0491929,10.5046,0.64,1.56,3.4,85.5805
4.39059,8.36076,1.24153e-08,2.92813,2.48,2.64,0.36,166.368
0.166141,0.108172,3.99905,8.93276,2.84,0.96,3.76,129.177
1.13432,2.56665e-08,4.06611,7.26651,0.2,1.72,1.6,44.544
7.49763e-08,2.15967,3.55433,8.00218,0.44,3.36,1.76,88.4282
4.1601e-08,1.93877,1.02098,15.0155,2.48,0.28,0.52,108.548
0.867972,6.83666,0.31935,9.72568,0.04,1.28,0.96,35.3772
6.36993e-08,8.98814e-08,2.24943,14.0015,0.6,0.12,1.2,25.344
5.76025e-08,4.9681,1.76768,9.49008,3.12,3.76,1.12,225.966
8.25084,2.49944,1.24972,2.61502e-08,0.88,3.08,1.52,106.385
6.59044,7.54301,9.4013e-09,0.215749,2.84,2.36,3.84,186.825
3.64853,9.84409,1.89063e-08,2.43434,0.6,3.48,1.72,116.554
1.26706,6.70033,9.25437e-08,10.0712,1.2,0.72,3.84,84.5188
1.80705e-08,13.423,1.62746,1.70733e-07,3.56,2.76,0.2,214.463
3.2111,12.4107,1.65213e-08,0.169016,0.84,1.2,0.56,64.64
0.859194,0.273702,1.89942,13.1836,3.44,2.8,3.56,241.868
6.32943,1.18667,8.04046e-08,8.06651,1.12,3.04,1.12,122.24
0.521511,0.966945,4.4947,6.01684,1.76,3.04,3.12,132.022
9.18839,6.58573e-08,1.12464,1.68696,1.88,1.44,3.48,114.683
6.63527,9.60923e-07,9.98478e-08,8.94122,3.56,2.12,1.24,198.667
0.0186572,3.61574e-08,3.08744,11.7357,3.32,1.52,1.8,171.369
3.80136e-08,3.06639,4.49336,4.44025,0.04,1.28,2.04,32.384
3.61427,11.9796,1.22459e-07,1.05602e-07,2.64,0.84,3.64,142.073
4.2276,10.8437,8.50667e-09,0.30305,3.68,3.2,3.52,247.797
6.10422,8.42254,9.20471e-09,2.40055e-08,3.08,1.44,3.52,172.808
7.55569e-08,1.57403e-07,1.31994,16.4802,1.08,2.72,2.56,135.089
2.07586,8.61057,8.17484e-09,6.49457,3.52,0.56,1.4,169.441
2.12282,9.16659,1.28502e-08,5.76761,1.72,2.72,3.24,155.612
0.0344711,5.6487,2.32715,7.14666,0.2,2.08,2.76,58.6775
4.30002,2.43878,1.3782e-08,9.98805,0.28,3.56,3.76,114.191
2.48871e-08,8.8377,6.45723e-09,9.68935,1.32,3.12,1.84,151.92
7.12524,4.52398,4.96089e-08,2.84662,1.52,2.84,2.44,138.72
0.341603,5.25275,9.17841e-09,13.3025,0.88,1.08,3.52,82.892
10.6839,1.57834e-08,4.41441e-09,2.19352,0.12,0.64,0.2,20.96
2.26389e-08,7.15383,0.343305,10.7384,0.28,2.04,2.32,73.9862
1.46862,4.49311e-08,2.205,11.6723,0.52,2.6,3.76,90.8016
4.9213,2.10463e-08,2.7491,4.46691,3,2.48,3.88,175.582
1.27e-05,0.697122,3.90705,8.76788,2.44,1.32,2.28,114.929
8.86607,4.47705,8.30807e-09,3.75889e-08,3.96,2.08,3.88,224.367
3.56538,12.0495,9.70257e-09,1.40738e-08,0.56,2.76,3.2,102.917
8.96731,2.33259e-08,1.88198e-08,5.05448,1.24,2.32,1.04,109.44
3.59117e-08,4.95942,4.30406,2.73653,2.68,3,3.48,169.752
8.27822e-08,7.4938,2.47431,4.65908,0.88,3.16,2.24,111.124
5.11687,1.69884e-08,6.2899e-09,11.4719,3.28,2.28,2.08,201.348
3.11193,12.6972,1.14483e-08,2.55045e-08,2.28,2.64,0.68,163.044
3.43595,1.10343e-08,1.85981,9.31393,1.36,0.6,2.48,65.4409
7.03246,3.57287,1.33522,0.5503,0.64,3.68,0.84,108.823
2.98462,12.8791,1.16446e-08,1.63983e-08,3.8,0.92,0.84,184.697
7.98605e-09,10.7063,1.63841e-08,7.50937,3.44,2.36,0.72,221.76
3.92425e-08,1.63315e-08,4.8,7.2,1.2,3.32,0.8,105.9
7.80688,5.52478,6.66927e-09,0.542955,3,3.48,0.92,207.2
2.04052,2.31085,2.21906,7.98562,2.64,2.16,2.32,152.298
2.06022,1.26111e-07,3.04842,8.43719,3.84,3.6,3.32,254.855
5.57346,3.60957e-08,2.57062,3.85592,0.68,0.08,1.08,26.752
0.296029,0.349327,4.27676,7.69437,2.6,3.08,1.84,167.06
4.77523,2.7504e-08,2.09936e-07,12.0413,0.48,0.28,2.16,34.56
1.35684e-08,9.19681,1.13334e-08,9.27039,0.36,1.4,0.92,58.14
0.759134,6.90098,2.29014e-08,10.6836,0.76,0.92,3.2,69.6443
4.31347,0.416999,1.82945,7.44585,2.24,1.08,0.8,104.084
5.17381,4.45021,3.98796e-08,6.18507,3.6,1.24,2.8,186.193
1.76151e-07,8,4,2.65448e-08,2.72,3.28,1.56,172.636
4.68381,1.13615e-07,0.193277,11.6782,3.24,3.44,0,226.84
2.7586,2.96897e-08,2.34781,9.14149,3.96,1.96,2.6,208.28
7.04527,5.75578,3.25681e-09,1.54281,3.2,2.56,0.88,192.96
4.82808,1.75993e-07,1.61871e-08,11.9532,1.52,2.6,1.56,130.718
5.14089,0.83208,2.31275,4.29375,2.04,3.56,1.56,155.651
9.77383e-08,7.70818,4.87782e-09,11.0071,0.12,0.04,0.32,7.92
6.24942e-07,11.5256,4.50277e-07,6.55345,3.72,1.16,3.48,214.38
3.19376,6.14112,4.04273e-08,7.51244,3.16,1.68,3.92,189.299
7.60858e-08,9.92112,2.9622e-08,8.42536,3.88,3.76,0,276.12
4.50106e-08,5.58107,4.24189,2.17704,3.56,0.28,2.72,131.014
1.486,7.97386,1.19986e-08,8.2205,0.32,3.84,2,121.982
3.40676,3.43612,1.19224e-08,10.3133,3.16,2,1.68,187.22
0.551595,6.78781,2.92836,3.35259,3.92,0.72,0.6,157.713
8.91415,2.35926e-08,1.18677e-08,5.14309,3.4,1,0.04,160.16
1.79147e-07,12.4242,2.06441,5.78552e-08,3.96,0.4,3.48,177.823
1.75601,5.45384,1.94517,5.5234,1.88,2.72,0.52,130.164
1.49062e-07,8.43643,0.847116,7.89852,2.44,0.56,2.72,126.147
3.78078e-07,16.295,4.21627e-08,0.989209,1.56,1.96,3.04,136.8
1.44905e-07,7.28053,3.21939e-08,11.506,2.48,2.84,0,188.28
2.00285,8.62715,7.38375e-07,6.59691,0.24,2.4,0.72,72.3514
2.78518,7.36192,2.53842,1.52988e-08,3.88,1.52,2.04,180.782
3.83708,3.83074e-08,2.57983,6.72532,2.68,3.76,0.72,180.969
1.79084,2.45732e-08,1.03747,14.2487,2,2.76,0.48,157.965
2.62284,3.49674e-08,2.33697,9.3967,3.04,0.32,2.6,122.485
1.03083e-07,5.24035,1.68836e-08,13.8863,1.92,1.6,0.6,132.3
6.37185,1.45209e-08,1.90208,4.30804,0.36,0.52,3.16,33.3263
2.68433,4.78373,1.06489e-08,9.94509,2.92,2.68,1.32,196.278
5.44934,5.29812,1.80739e-08,4.73662,3.52,2.48,3.16,216.192
6.42235,3.59382,1.87168,0.112153,3.28,1.08,0.08,142.467
1.29215e-08,10.0596,1.25971e-08,8.26382,1.24,3.84,0.64,162.36
3.57019e-08,6.51205,4.14879,1.33916,3.04,0.24,3.24,115.339
7.167,1.30866,6.8178e-09,6.52823,3.24,3.2,1.72,213.777
6.7127,2.79992,1.6106e-08,5.5456,0.64,2.8,1,96.8
4.44994,3.50709,1.91431,3.38701,0.76,2.36,0.6,77.8193
1.34071e-08,5.08047,4.29195,2.62758,0.16,1.68,1.72,42.88
5.67007,6.27948e-08,3.61054e-08,10.5499,3.08,3.52,2.84,231.669
4.43802,6.52548,1.87134,1.07264e-08,0.56,2.6,3.2,86.8509
3.09512,4.99547,1.29164,5.56904,0.96,3.24,0.04,107.048
5.03865,3.95919,5.53452e-09,6.9832,1.88,2.76,3.28,156.001
5.83142,4.11238,2.05619,4.98298e-08,2.68,2.72,3.08,168.647
2.5218,5.50829,1.23721,6.07142,0.88,2.36,0.72,86.0659
5.95388,1.73718e-08,2.41845,3.62767,2.52,0.28,3.48,102.092
6.40381,0.644786,7.03312e-09,8.57474,3.2,3.76,1.24,226.64
6.60779,7.37451,1.76963e-08,0.383412,2.32,3.12,2.12,176.636
2.03881,0.939764,0.703958,13.6284,3.72,2.2,0.52,223.889
3.67375,3.12968,6.96706e-09,10.2258,3.76,3.16,1.52,245.211
1.64287,3.3079,1.40888,9.64566,1.24,0,0.8,42.7449
0.903862,9.39812,1.40495e-08,7.52909,2.56,2.52,1,183.221
4.87323,1.13637e-06,4.79996e-07,11.8779,2.4,0.8,0.12,115.68
6.08521,8.4497,7.75664e-09,3.21937e-08,2.6,0.4,1,117.6
6.48923,1.10852e-07,2.86975e-08,9.18461,0.92,3.6,0.36,124.64
10.1273,5.98316e-08,7.08928e-08,3.12121,1.6,1.36,0.56,98.88
3.06925e-08,6.18449,9.70133e-09,12.7848,0.2,1.92,3.4,76.14
2.72812e-08,7.25711,2.05329,6.05794,2.12,2.76,0.56,145.747
3.49785,8.20041,1.72616,3.50847e-08,1.28,3.16,3.36,129.386
0.937182,8.28959,1.61454e-08,8.76684,0.36,2,1.44,73.1485
1.60886e-07,1.82967e-06,3.09931,11.7352,0.32,3.6,1.04,96.4055
1.38631,6.29121,1.39738e-08,10.3497,3.8,0.32,0.24,173.788
1.54738,10.3502,2.00467,1.06007e-08,0.48,1.4,1.88,49.7642
2.58014,13.3486,0.0473984,8.72778e-07,1.44,0,0.44,58.9808
2.79731,3.48459e-08,1.02378e-08,15.3378,0.56,3.8,1.48,135.804
1.31588e-07,11.2913,0.275099,6.09327,1.56,2.88,2.24,154.464
2.58879,2.44909,3.51957,3.44255,1.08,2,0.24,73.728
4.86499,8.13705,1.35653e-08,2.39846,0.44,3.08,2.24,100.928
2.32724e-08,4.46679,2.96632,6.87855,2.16,1.56,2.92,118.091
7.40411,4.66576e-07,9.08715e-09,7.65982,3.68,1.72,3.96,207.254
0.389883,6.04237,1.62129,7.97733,0.68,0.56,2.52,43.1614
4.60983,0.186394,2.93743,4.26635,0.08,1.16,3.44,37.2341
1.36933e-08,8.38378,3.75315e-09,10.2189,3.04,2.92,3.8,234.116
3.42842e-06,1.628,1.81917,13.2495,1.64,3.88,2.2,180.379
12,1.68538e-07,7.45969e-08,2.73921e-08,1.2,0.32,0.56,57.92
0.773385,11.6536,0.757078,3.09625,3.84,0.56,1.96,183.031
1.377,7.60671,1.50461,4.81821,0.76,3.12,3.12,112.661
5.44685,4.36877,2.18438,3.11501e-08,2.32,3.88,2.8,180.329
11.497,0.718507,2.97523e-08,6.01267e-08,3.72,3.16,0.6,227.04
9.66742,4.64953e-07,1.37858e-06,3.88763,0.76,2.8,2.6,108
3.3965e-08,6.8771,2.32102e-08,11.9767,0.68,3.4,3.8,140.503
3.67779,7.68288e-08,3.28017e-08,13.8703,0.88,3.84,2.28,149.28
3.91336e-08,9.25581e-08,0.943844,17.4831,3.92,0.52,3.56,230.632
6.18021e-08,7.93629,8.51742e-09,10.741,1.8,2.12,3.8,155.34
1.30269e-08,2.3294,4.56706,5.10354,3.12,0.04,2.36,109.399
3.84356,1.84134e-08,1.00749,10.9074,2.04,2.52,2.64,148.104
6.45411,5.66085,1.20968e-08,2.63883,0.48,3.12,0.8,97.28
5.06698,1.40064e-08,2.33237,5.33538,1.96,2.92,2.84,142.854
3.75383,6.98587,1.05361,2.78383,0.16,2.8,0,68.0307
3.97393e-08,8,4,4.27772e-08,1.04,0.96,0.44,53.12
5.68863e-08,8.36545,3.0203e-08,10.2403,3.68,1.92,1.72,225.18
3.67515e-07,10.0841,4.13165e-08,8.23526,3.8,1.92,2,231.84
4.95762,1.87669e-08,1.64888,7.34028,2.16,1.12,2.36,109.529
4.85623,1.61447e-08,2.85751,4.28626,1.48,3.96,2.56,146.457
1.80145,8.6814,2.97215e-08,6.86929,0.6,1.8,1.28,74.7557
1.12001e-08,9.28094,2.82306e-08,9.17224,0.56,3.36,3.12,129.96
2.7278e-08,8.18039,1.94873e-08,10.4562,1.52,1.04,1.92,105.12
7.47531,5.97142e-07,0.591909,5.96273,0.24,2.56,3.36,80.8708
5.63357,3.9717e-08,2.54657,3.81986,1.96,2.4,0.2,118.304
8.65879,6.01495e-07,0.219175,4.98422,2.84,1.08,3.64,152.327
1.29685,4.52993,2.32239,6.36063,3.8,1.72,1.72,188.505
3.84477,3.73521,4.92088e-09,9.2343,1.56,2.76,0.96,134.386
4.50925e-08,10.7584,1.41981,3.6624,2.92,3.44,2.84,218.603
3.88459,5.41028,2.70514,1.73309e-07,2.24,2.24,2.96,135.472
3.74245,5.58478,2.71763,9.44593e-08,0.4,1,3.36,44.3859
1.77301e-07,15.6948,0.633519,7.0531e-07,2,0.64,2.44,110.024
1.51902e-07,0.503793,1.95867,14.1891,2.84,2.72,3.68,216.113
10.6905,1.33566,6.34078e-09,0.624168,2.68,0.84,3,139.36
1.73136e-08,6.2638,3.67735,2.88598,1.08,0.44,1.36,47.36
6.89957,4.45637,1.01727e-07,3.30162,2.56,3,2.72,185.97
5.64012,1.16524,1.89972e-08,9.24035,2.68,3.12,1.24,188.374
1.53048e-08,7.481,2.72685,4.00057,2.68,0.88,0.28,110.415
6.29723,1.52077,1.93874e-08,7.73039,0.76,3.36,0.36,112.48
3.01565,11.9497,0.166955,0.587408,0.64,3.12,2.64,112.757
3.52722,2.59008,3.1301,2.7526,3.76,1.56,1.16,167.439
3.60503,7.35731,1.06643e-08,5.40809,0.04,1.12,0.16,29.12
8.07316,3.42657,4.81703e-07,2.54707,2.16,1.28,3.28,130.24
8.77851e-08,4.19148e-08,4.8,7.2,1.48,2.52,0.12,96.128
5.83509,4.67803e-08,1.20253e-08,10.2749,3.36,0.92,3.28,172.187
7.28656,4.61477,3.8139e-09,2.47183,1.32,1.36,1.24,90.4
6.05104e-09,10.712,2.81349,5.97762e-08,2.08,0.12,1.8,76.1665
1.26914e-08,8.72094,3.68459,1.9043e-08,1.4,2.16,0.52,88.45
1.78157,2.64873,3.7746,3.87493,3.88,2.48,0.64,189.815
3.61392,2.17344,3.13709,3.07556,2.04,1.28,1.32,96.014
2.82479,1.03271e-06,1.21441e-07,15.292,1.76,0.64,3.8,106.023
2.70946e-08,7.79658,2.13051,5.22264,3.24,0.08,0.44,122.243
1.50902e-08,1.92503,2.56536,10.9132,2.6,0.44,2.92,110.14
6.51306,0.000927922,2.19468,3.29133,2.32,3.48,3.56,173.98
2.1531,8.72025e-08,3.014,8.37417,2.36,3.72,3.08,186.817
5.14693e-08,8.31529,8.4591e-08,10.2988,0.92,0.68,3.12,73.8
5.65634,0.139805,1.89949e-08,10.4097,1.6,1.52,3.32,114.796
4.57285,1.49947,1.55958e-08,10.6292,1.72,2.36,2.92,139.261
6.10742,7.86419e-07,7.89123e-08,9.82096,1.24,2.72,2.36,124.639
7.12751,0.975303,4.41855e-08,6.98297,2.24,1.88,0.44,136.48
0.958357,9.82916,2.60077,2.12539e-07,2.56,3.24,3.32,181.147
6.49737,7.75385,1.00063e-08,0.124882,2.24,3.6,1.44,182.151
2.39344e-08,2.96759,4.50324,4.52917,0.72,2.28,1.12,70.4
1.10491e-08,4.43723e-08,4.8,7.2,0.4,2.76,2.28,74.56
9.42649,3.49087e-08,1.80444e-06,4.28918,3.2,3.44,1.6,216.96
6.22513,8.24982,4.47889e-07,3.65523e-08,2.72,0.2,2.84,124.96
2.56271e-08,9.77942,1.46133e-08,8.59068,3.12,3.4,0.56,234.72
6.22436e-09,8.52894,4.46182e-09,10.0496,2.2,2.48,3.16,180.18
1.79433,14.5795,7.45076e-08,1.85595e-07,0.28,3.2,1.8,101.157
5.16043e-07,8.82968,2.3354,3.47097,2.36,0,2.8,88.4398
6.89709,0.46028,6.51713e-08,7.96786,2.48,1.32,3.96,147.554
2.02547e-08,2.63245,3.92531,6.46132,3.88,0.4,0.76,138.027
2.28274,13.8818,1.42067e-08,5.25061e-08,3.92,3.12,1.16,254.446
5.4749,5.174e-07,0.717773,8.9611,1.28,3.48,1.52,135.189
2.42024,6.10352e-08,3.83191,5.74786,2.12,2.4,1.64,123.783
0.135417,9.75455,4.04068e-08,8.39399,2,3.32,0.6,181.663
7.66113,1.82296e-07,1.73555,2.60332,1.04,0.52,0.76,46.1636
6.27862,4.71629e-08,1.23143e-08,9.53564,3.2,2.8,2.04,206.002
1.05034e-07,12.6093,1.1736,2.15962,1.12,3.8,2.48,149.182
5.24436,8.65575e-08,8.2792e-08,11.2594,2.44,3.72,0.92,200.181
2.92333e-08,8.24043,1.99028e-08,10.3862,2.56,3.08,1.84,206.64
5.84326e-08,9.61627,1.01025e-06,8.78102,0.44,0.52,1.48,40.5
7.96465,5.76478,3.51222e-08,8.83351e-08,1.16,2.56,0.44,109.6
6.5351e-08,4.18756,2.39225,8.73518,3.8,2.28,0.72,204.921
4.5246,10.6791,7.96764e-09,2.62835e-07,3.24,2.36,1.48,196.126
0.547196,2.038,4.37732,5.03748,1.56,3,3.48,124.952
2.87949e-07,1.85713,1.95665,12.6156,3.28,2.4,2.88,214.001
1.51344e-08,3.92763,1.89271,10.3705,3.16,0.44,3.2,144.854
1.25106e-07,4.69029,0.0181185,14.4797,1.28,1.76,1.8,113.116
4.88294,5.16855,4.62069e-08,5.83179,3.4,3.28,2.52,231.451
2.44189e-08,6.07544,2.67831,5.76983,2.36,3.92,2.88,192.243
8.17652,5.46211,9.14745e-08,2.53386e-08,2.48,0.28,1.12,110.4
7.17974,2.43002,1.5252,1.13156,0.84,3.68,0.84,115.271
8.3565,1.22896,1.21981,1.38587,2.4,2.16,2.72,148.962
3.01787e-08,8.63106,2.1821e-08,9.93043,3.68,1.44,0.12,205.02
2.52714,7.39602,2.5551,0.345818,3,0.2,3.52,119.258
6.32337,8.10947,3.7007e-09,1.19731e-08,2.92,3.64,0.8,208.47
6.54321e-08,9.93966,0.0961123,8.14743,2.76,2.08,3.56,195.131
9.98537,2.87804,6.57855e-08,2.51752e-07,2.28,2.16,1.88,150.56
10.7211,1.57148e-08,8.10783e-09,2.1315,3.12,0.08,0.44,128.48
8.67993,1.88186,2.32411e-08,3.33794,3.24,1.2,3.36,171.84
7.68614,3.20194e-08,1.66594e-08,7.18976,1.4,2.24,2.84,121.12
3.57685e-08,8.10332,3.52526,1.14544,1.32,3.6,1.68,129.799
9.22867,2.57967,2.23595e-08,1.60927,0,3.84,0.08,92.48
6.45319,7.92402,2.19277e-08,3.37776e-08,3.8,0.28,1.96,166.56
1.93676,9.07652,1.31518e-08,6.18279,0.88,1.08,0,61.1897
9.38904,3.72994,1.07367e-08,2.33406e-08,1.4,2,2.4,113.6
7.4012,0.71464,8.91895e-09,6.83093,2.32,3.32,1.12,176.96
1.75599e-08,3.13501,4.4865,4.37849,3.44,1.8,2.04,159.697
1.92574,13.6074,1.0423e-08,0.915131,3.68,3.64,2.44,265.231
5.02651,5.44713,2.29171e-08,5.2675,3.36,1.76,0.32,178.36
1.78386e-07,1.38765,3.65052,8.64635,0.6,0.92,2.8,46.6943
1.44042,1.27197e-07,0.603762,15.9893,1.76,0.32,1.44,81.4922
7.55035e-08,14.6592,5.94205e-08,2.8976,2.12,0.68,3.48,129.42
4.09843,11.288,6.06961e-09,1.9573e-08,2.32,3.6,2.96,197.985
0.983015,15.7385,2.29327e-07,2.00378e-07,3.08,0.32,0.08,142.685
